gridid,glat,glon,gpop,vmax_gust,vmax_sust,sust_duration
21069,  38.3886, -83.7083,  14348,  0.00000,  0.00000,    0
21071,  37.5523, -82.7385,  39451,  0.00000,  0.00000,    0
21073,  38.1960, -84.8676,  49285,  0.00000,  0.00000,    0
21075,  36.5382, -89.0350,   6813,  0.00000,  0.00000,    0
21077,  38.7644, -84.8430,   8589,  0.00000,  0.00000,    0
21079,  37.6493, -84.5756,  16912,  0.00000,  0.00000,    0
21081,  38.6881, -84.6021,  24662,  0.00000,  0.00000,    0
21083,  36.7412, -88.6504,  37121,  0.00000,  0.00000,    0
21085,  37.4691, -86.3067,  25746,  0.00000,  0.00000,    0
21087,  37.2656, -85.5389,  11258,  0.00000,  0.00000,    0
21089,  38.5554, -82.8122,  36910,  0.00000,  0.00000,    0
21091,  37.8680, -86.8047,   8565,  0.00000,  0.00000,    0
21093,  37.7460, -85.9171, 105543,  0.00000,  0.00000,    0
21095,  36.8656, -83.2328,  29278,  0.00000,  0.00000,    0
21097,  38.4160, -84.3148,  18846,  0.00000,  0.00000,    0
21099,  37.2782, -85.8858,  18199,  0.00000,  0.00000,    0
21101,  37.8185, -87.5644,  46250,  0.00000,  0.00000,    0
21103,  38.4319, -85.1795,  15416,  0.00000,  0.00000,    0
21105,  36.6667, -88.9600,   4902,  0.00000,  0.00000,    0
21107,  37.3059, -87.5232,  46920,  0.00000,  0.00000,    0
21109,  37.4028, -83.9937,  13494,  0.00000,  0.00000,    0
21111,  38.2018, -85.6918, 741096,  0.00000,  0.00000,    0
21113,  37.8845, -84.5870,  48586,  0.00000,  0.00000,    0
21115,  37.8296, -82.8140,  23356,  0.00000,  0.00000,    0
21117,  39.0132, -84.5486, 159720,  0.00000,  0.00000,    0
21119,  37.3276, -82.9406,  16346,  0.00000,  0.00000,    0
21121,  36.9016, -83.9152,  31883,  0.00000,  0.00000,    0
21123,  37.5448, -85.7234,  14193,  0.00000,  0.00000,    0
21125,  37.0914, -84.0878,  58849,  0.00000,  0.00000,    0
21127,  38.0790, -82.6816,  15860,  0.00000,  0.00000,    0
21129,  37.5918, -83.7017,   7887,  0.00000,  0.00000,    0
21131,  37.1153, -83.3763,  11310,  0.00000,  0.00000,    0
21133,  37.1458, -82.8072,  24519,  0.00000,  0.00000,    0
21135,  38.5625, -83.3471,  13870,  0.00000,  0.00000,    0
21137,  37.4731, -84.6699,  24742,  0.00000,  0.00000,    0
21139,  37.1358, -88.3509,   9519,  0.00000,  0.00000,    0
21141,  36.8595, -86.8659,  26835,  0.00000,  0.00000,    0
21143,  37.0607, -88.0798,   8314,  0.00000,  0.00000,    0
21145,  37.0481, -88.6483,  65565,  0.00000,  0.00000,    0
21147,  36.7158, -84.4461,  18306,  0.00000,  0.00000,    0
21149,  37.5132, -87.2193,   9531,  0.00000,  0.00000,    0
21151,  37.7062, -84.2874,  82916,  0.00000,  0.00000,    0
21153,  37.7298, -83.0562,  13333,  0.00000,  0.00000,    0
21155,  37.5696, -85.2872,  19820,  0.00000,  0.00000,    0
21157,  36.8983, -88.3393,  31448,  0.00000,  0.00000,    0
21159,  37.8305, -82.5169,  12929,  0.00000,  0.00000,    0
21161,  38.6164, -83.7885,  17490,  0.00000,  0.00000,    0
21163,  37.9343, -86.1328,  28602,  0.00000,  0.00000,    0
21165,  37.9394, -83.5984,   6306,  0.00000,  0.00000,    0
21167,  37.7850, -84.8497,  21331,  0.00000,  0.00000,    0
21169,  36.9908, -85.6416,  10099,  0.00000,  0.00000,    0
21171,  36.7083, -85.7299,  10963,  0.00000,  0.00000,    0
21173,  38.0358, -83.9174,  26499,  0.00000,  0.00000,    0
21175,  37.9127, -83.2666,  13923,  0.00000,  0.00000,    0
21177,  37.2381, -87.1470,  31499,  0.00000,  0.00000,    0
21179,  37.8180, -85.4604,  43437,  0.00000,  0.00000,    0
21181,  38.3277, -84.0238,   7135,  0.00000,  0.00000,    0
21183,  37.4651, -86.8643,  23842,  0.00000,  0.00000,    0
21185,  38.3728, -85.4595,  60316,  0.00000,  0.00000,    0
21187,  38.5319, -84.8319,  10841,  0.00000,  0.00000,    0
21189,  37.4521, -83.6841,   4755,  0.00000,  0.00000,    0
21191,  38.7158, -84.3597,  14877,  0.00000,  0.00000,    0
21193,  37.2576, -83.2010,  28712,  0.00000,  0.00000,    0
21195,  37.4635, -82.4207,  65024,  0.00000,  0.00000,    0
21197,  37.8523, -83.8811,  12613,  0.00000,  0.00000,    0
21199,  37.0928, -84.6147,  63063,  0.00000,  0.00000,    0
21201,  38.5208, -84.0489,   2282,  0.00000,  0.00000,    0
21203,  37.3816, -84.3484,  17056,  0.00000,  0.00000,    0
21205,  38.1946, -83.4423,  23333,  0.00000,  0.00000,    0
21207,  37.0293, -85.0593,  17565,  0.00000,  0.00000,    0
21209,  38.2317, -84.5706,  47173,  0.00000,  0.00000,    0
21211,  38.2135, -85.2302,  42074,  0.00000,  0.00000,    0
21213,  36.7333, -86.5721,  17327,  0.00000,  0.00000,    0
21215,  38.0597, -85.3509,  17061,  0.00000,  0.00000,    0
21217,  37.3504, -85.3434,  24512,  0.00000,  0.00000,    0
21219,  36.8118, -87.1714,  12460,  0.00000,  0.00000,    0
21221,  36.8470, -87.8362,  14339,  0.00000,  0.00000,    0
21223,  38.6207, -85.3325,   8809,  0.00000,  0.00000,    0
21225,  37.6533, -87.9269,  15007,  0.00000,  0.00000,    0
21227,  36.9704, -86.4346, 113792,  0.00000,  0.00000,    0
21229,  37.7387, -85.1909,  11717,  0.00000,  0.00000,    0
21231,  36.8379, -84.8446,  20813,  0.00000,  0.00000,    0
21233,  37.4997, -87.6870,  13621,  0.00000,  0.00000,    0
21235,  36.8097, -84.1410,  35637,  0.00000,  0.00000,    0
21237,  37.7406, -83.5109,   7355,  0.00000,  0.00000,    0
21239,  38.0501, -84.7273,  24939,  0.00000,  0.00000,    0
22001,  30.2786, -92.3518,  61773,  0.00000,  0.00000,    0
22003,  30.6694, -92.7745,  25764,  0.00000,  0.00000,    0
22005,  30.2485, -90.9340, 107215,  0.00000,  0.00000,    0
22007,  29.9230, -91.0665,  23421,  0.00000,  0.00000,    0
22009,  31.0536, -92.0626,  42073,  0.00000,  0.00000,    0
22011,  30.7339, -93.2871,  35654,  0.00000,  0.00000,    0
22013,  32.3889, -93.0803,  14353,  0.00000,  0.00000,    0
22015,  32.5557, -93.6567, 116979,  0.00000,  0.00000,    0
22017,  32.4721, -93.8008, 254969,  0.00000,  0.00000,    0
22019,  30.2275, -93.2615, 192768,  0.00000,  0.00000,    0
22021,  32.0782, -92.1038,  10132,  0.00000,  0.00000,    0
22023,  29.9567, -93.2122,   6839,  0.00000,  0.00000,    0
22025,  31.6969, -91.8245,  10407,  0.00000,  0.00000,    0
22027,  32.8337, -93.0331,  17195,  0.00000,  0.00000,    0
22029,  31.5928, -91.5460,  20822,  0.00000,  0.00000,    0
22031,  32.1050, -93.7767,  26656,  0.00000,  0.00000,    0
22033,  30.4625, -91.1010, 440171,  0.00000,  0.00000,    0
22035,  32.7710, -91.1952,   7759,  0.00000,  0.00000,    0
22037,  30.8268, -91.0892,  20267,  0.00000,  0.00000,    0
22039,  30.6857, -92.3622,  33984,  0.00000,  0.00000,    0
22041,  32.1438, -91.6963,  20767,  0.00000,  0.00000,    0
22043,  31.5341, -92.5428,  22309,  0.00000,  0.00000,    0
22045,  29.9942, -91.8102,  73240,  0.00000,  0.00000,    0
22047,  30.2721, -91.2343,  33387,  0.00000,  0.00000,    0
22049,  32.2807, -92.6460,  16274,  0.00000,  0.00000,    0
22051,  29.9453, -90.1532, 432552,  0.00000,  0.00000,    0
22053,  30.2402, -92.7380,  31594,  0.00000,  0.00000,    0
22055,  30.2052, -92.0438, 221578,  0.00000,  0.00000,    0
22057,  29.6800, -90.6151,  96318,  0.00000,  0.00000,    0
22059,  31.7306, -92.1725,  14890,  0.00000,  0.00000,    0
22061,  32.5493, -92.6479,  46735,  0.00000,  0.00000,    0
22063,  30.4834, -90.8408, 128026,  0.00000,  0.00000,    0
22065,  32.3976, -91.1968,  12093,  0.00000,  0.00000,    0
22067,  32.7864, -91.8862,  27979,  0.00000,  0.00000,    0
22069,  31.7595, -93.0974,  39566,  0.00000,  0.00000,    0
22071,  29.9727, -90.0529, 343829,  0.00000,  0.00000,    0
22073,  32.5143, -92.1296, 153720,  0.00000,  0.00000,    0
22075,  29.7218, -89.9008,  23042,  0.00000,  0.00000,    0
22077,  30.6711, -91.5001,  22802,  0.00000,  0.00000,    0
22079,  31.2846, -92.4575, 131613,  0.00000,  0.00000,    0
22081,  32.0546, -93.3076,   9091,  0.00000,  0.00000,    0
22083,  32.4411, -91.7148,  20725,  0.00000,  0.00000,    0
22085,  31.5819, -93.5667,  24233,  0.00000,  0.00000,    0
22087,  29.9282, -89.9344,  35897,  0.00000,  0.00000,    0
22089,  29.9394, -90.3768,  52780,  0.00000,  0.00000,    0
22091,  30.7883, -90.6939,  11203,  0.00000,  0.00000,    0
22093,  30.0208, -90.7372,  22102,  0.00000,  0.00000,    0
22095,  30.0715, -90.5134,  45924,  0.00000,  0.00000,    0
22097,  30.5140, -92.1113,  83384,  0.00000,  0.00000,    0
22099,  30.2291, -91.8352,  52160,  0.00000,  0.00000,    0
22101,  29.7406, -91.3448,  54650,  0.00000,  0.00000,    0
22103,  30.3833, -89.9483, 233740,  0.00000,  0.00000,    0
22105,  30.5716, -90.4555, 121097,  0.00000,  0.00000,    0
22107,  31.9648, -91.2971,   5252,  0.00000,  0.00000,    0
22109,  29.5928, -90.7222, 111860,  0.00000,  0.00000,    0
22111,  32.7945, -92.4043,  22721,  0.00000,  0.00000,    0
22113,  29.9937, -92.1659,  57999,  0.00000,  0.00000,    0
22115,  31.0949, -93.2458,  52334,  0.00000,  0.00000,    0
22117,  30.8359, -89.9962,  47168,  0.00000,  0.00000,    0
22119,  32.7001, -93.3409,  41207,  0.00000,  0.00000,    0
22121,  30.4440, -91.2645,  23788,  0.00000,  0.00000,    0
22123,  32.8166, -91.4318,  11604,  0.00000,  0.00000,    0
22125,  30.8936, -91.4047,  15625,  0.00000,  0.00000,    0
22127,  31.9299, -92.6766,  15313,  0.00000,  0.00000,    0
23001,  44.1191, -70.2013, 107702,  0.00000,  0.00000,    0
23003,  46.7050, -68.0866,  71870,  0.00000,  0.00000,    0
23005,  43.7481, -70.3056, 281674,  0.00000,  0.00000,    0
23007,  44.7075, -70.2256,  30768,  0.00000,  0.00000,    0
23009,  44.4715, -68.4677,  54418,  0.00000,  0.00000,    0
23011,  44.3961, -69.7492, 122151,  0.00000,  0.00000,    0
23013,  44.1298, -69.1628,  39736,  0.00000,  0.00000,    0
23015,  44.0323, -69.5551,  34457,  0.00000,  0.00000,    0
23017,  44.2824, -70.6133,  57833,  0.00000,  0.00000,    0
23019,  44.9530, -68.7942, 153923,  0.00000,  0.00000,    0
23021,  45.2421, -69.2634,  17535,  0.00000,  0.00000,    0
23023,  43.9562, -69.8697,  35293,  0.00000,  0.00000,    0
23025,  44.8219, -69.6858,  52228,  0.00000,  0.00000,    0
23027,  44.4911, -69.0865,  38786,  0.00000,  0.00000,    0
23029,  44.8636, -67.4649,  32856,  0.00000,  0.00000,    0
23031,  43.4241, -70.6406, 197131,  0.00000,  0.00000,    0
24001,  39.6292, -78.8223,  75087,  0.00000,  0.00000,    0
24003,  39.0673, -76.5989, 537656,  0.00000,  0.00000,    0
24005,  39.3693, -76.6204, 805029,  0.00000,  0.00000,    0
24009,  38.5485, -76.5421,  88737,  0.00000,  0.00000,    0
24011,  38.8743, -75.8315,  33066,  0.00000,  0.00000,    0
24013,  39.5272, -76.9931, 167134,  0.00000,  0.00000,    0
24015,  39.6138, -75.9366, 101108,  0.00000,  0.00000,    0
24017,  38.5786, -76.9530, 146551,  0.00000,  0.00000,    0
24019,  38.5706, -76.0098,  32618,  0.00000,  0.00000,    0
24021,  39.4323, -77.4002, 233385,  0.00000,  0.00000,    0
24023,  39.5122, -79.3031,  30097,  0.00000,  0.00000,    0
24025,  39.5214, -76.3109, 244826,  0.00000,  0.00000,    0
24027,  39.2193, -76.8567, 287085,  0.00000,  0.00000,    0
24029,  39.2451, -76.0585,  20197,  0.00000,  0.00000,    0
24031,  39.0862, -77.1229, 971777,  0.00000,  0.00000,    0
24033,  38.9086, -76.8900, 863420,  0.00000,  0.00000,    0
24035,  39.0224, -76.1481,  47798,  0.00000,  0.00000,    0
24037,  38.3073, -76.5789, 105151,  0.00000,  0.00000,    0
24039,  38.1329, -75.7434,  26470,  0.00000,  0.00000,    0
24041,  38.7697, -76.0981,  37782,  0.00000,  0.00000,    0
24043,  39.6176, -77.7314, 147430,  0.00000,  0.00000,    0
24045,  38.3716, -75.5951,  98733,  0.00000,  0.00000,    0
24047,  38.3019, -75.2382,  51454, 26.05950, 17.48960,   15
24510,  39.3149, -76.6196, 620961,  0.00000,  0.00000,    0
25001,  41.6902, -70.3340, 215888, 26.05950, 17.48960,  120
25003,  42.4608, -73.2166, 131219,  0.00000,  0.00000,    0
25005,  41.7932, -71.1083, 548285, 26.05950, 17.48960,   15
25007,  41.4213, -70.6028,  16535, 26.05950, 17.48960,  120
25009,  42.6248, -70.9878, 743159,  0.00000,  0.00000,    0
25011,  42.5783, -72.5587,  71372,  0.00000,  0.00000,    0
25013,  42.1259, -72.5753, 463490,  0.00000,  0.00000,    0
25015,  42.3125, -72.5733, 158080,  0.00000,  0.00000,    0
25017,  42.4485, -71.2552,1503085,  0.00000,  0.00000,    0
25019,  41.2679, -70.0911,  10172, 26.05950, 17.48960,  210
25021,  42.2027, -71.1476, 670850,  0.00000,  0.00000,    0
25023,  42.0240, -70.8537, 494919,  0.00000,  0.00000,    0
25025,  42.3348, -71.0786, 722023,  0.00000,  0.00000,    0
25027,  42.3037, -71.8053, 798552,  0.00000,  0.00000,    0
26001,  44.6651, -83.4676,  10942,  0.00000,  0.00000,    0
26003,  46.3887, -86.7004,   9601,  0.00000,  0.00000,    0
26005,  42.6031, -85.8743, 111408,  0.00000,  0.00000,    0
26007,  45.0510, -83.5045,  29598,  0.00000,  0.00000,    0
26009,  44.9786, -85.1987,  23580,  0.00000,  0.00000,    0
26011,  44.0445, -83.8827,  15899,  0.00000,  0.00000,    0
26013,  46.7650, -88.4543,   8860,  0.00000,  0.00000,    0
26015,  42.6142, -85.3417,  59173,  0.00000,  0.00000,    0
26017,  43.6306, -83.9284, 107771,  0.00000,  0.00000,    0
26019,  44.6504, -86.0161,  17525,  0.00000,  0.00000,    0
26021,  41.9875, -86.4075, 156813,  0.00000,  0.00000,    0
26023,  41.9298, -85.0318,  45248,  0.00000,  0.00000,    0
26025,  42.2895, -85.1018, 136146,  0.00000,  0.00000,    0
26027,  41.8920, -86.0406,  52293,  0.00000,  0.00000,    0
26029,  45.2470, -85.1152,  25949,  0.00000,  0.00000,    0
26031,  45.5127, -84.5187,  26152,  0.00000,  0.00000,    0
26033,  46.3676, -84.3954,  38520,  0.00000,  0.00000,    0
26035,  43.9457, -84.8264,  30926,  0.00000,  0.00000,    0
26037,  42.8913, -84.5550,  75382,  0.00000,  0.00000,    0
26039,  44.6551, -84.6665,  14074,  0.00000,  0.00000,    0
26041,  45.8024, -87.0664,  37069,  0.00000,  0.00000,    0
26043,  45.8337, -88.0138,  26168,  0.00000,  0.00000,    0
26045,  42.6439, -84.7405, 107759,  0.00000,  0.00000,    0
26047,  45.4340, -84.9089,  32694,  0.00000,  0.00000,    0
26049,  43.0064, -83.6947, 425790,  0.00000,  0.00000,    0
26051,  43.9671, -84.4374,  25692,  0.00000,  0.00000,    0
26053,  46.4360, -89.9785,  16427,  0.00000,  0.00000,    0
26055,  44.7107, -85.6072,  86986,  0.00000,  0.00000,    0
26057,  43.3433, -84.6294,  42476,  0.00000,  0.00000,    0
26059,  41.9170, -84.6040,  46688,  0.00000,  0.00000,    0
26061,  47.1277, -88.5416,  36628,  0.00000,  0.00000,    0
26063,  43.8336, -83.0618,  33118,  0.00000,  0.00000,    0
26065,  42.6889, -84.4878, 280895,  0.00000,  0.00000,    0
26067,  42.9569, -85.0859,  63905,  0.00000,  0.00000,    0
26069,  44.3566, -83.5370,  25887,  0.00000,  0.00000,    0
26071,  46.0980, -88.5343,  11817,  0.00000,  0.00000,    0
26073,  43.6072, -84.7998,  70311,  0.00000,  0.00000,    0
26075,  42.2413, -84.4064, 160248,  0.00000,  0.00000,    0
26077,  42.2635, -85.5849, 250331,  0.00000,  0.00000,    0
26079,  44.7207, -85.1661,  17153,  0.00000,  0.00000,    0
26081,  42.9638, -85.6266, 602622,  0.00000,  0.00000,    0
26083,  47.3336, -88.3025,   2156,  0.00000,  0.00000,    0
26085,  43.9598, -85.7983,  11539,  0.00000,  0.00000,    0
26087,  43.0597, -83.2505,  88319,  0.00000,  0.00000,    0
26089,  44.9098, -85.7326,  21708,  0.00000,  0.00000,    0
26091,  41.9252, -84.0524,  99892,  0.00000,  0.00000,    0
26093,  42.5731, -83.8576, 180967,  0.00000,  0.00000,    0
26095,  46.3345, -85.5510,   6631,  0.00000,  0.00000,    0
26097,  45.9979, -84.8800,  11113,  0.00000,  0.00000,    0
26099,  42.5869, -82.9574, 840978,  0.00000,  0.00000,    0
26101,  44.3039, -86.1880,  24733,  0.00000,  0.00000,    0
26103,  46.4870, -87.4946,  67077,  0.00000,  0.00000,    0
26105,  43.9749, -86.3478,  28705,  0.00000,  0.00000,    0
26107,  43.6536, -85.3888,  42798,  0.00000,  0.00000,    0
26109,  45.3410, -87.5821,  24029,  0.00000,  0.00000,    0
26111,  43.6428, -84.2981,  83629,  0.00000,  0.00000,    0
26113,  44.3058, -85.1794,  14849,  0.00000,  0.00000,    0
26115,  41.9002, -83.4858, 152021,  0.00000,  0.00000,    0
26117,  43.2885, -85.1806,  63342,  0.00000,  0.00000,    0
26119,  44.9994, -84.1230,   9765,  0.00000,  0.00000,    0
26121,  43.2442, -86.2155, 172188,  0.00000,  0.00000,    0
26123,  43.4669, -85.8098,  48460,  0.00000,  0.00000,    0
26125,  42.5875, -83.3104,1202362,  0.00000,  0.00000,    0
26127,  43.6327, -86.3042,  26570,  0.00000,  0.00000,    0
26129,  44.2876, -84.1233,  21699,  0.00000,  0.00000,    0
26131,  46.7202, -89.2851,   6780,  0.00000,  0.00000,    0
26133,  43.9656, -85.3512,  23528,  0.00000,  0.00000,    0
26135,  44.6968, -84.1472,   8640,  0.00000,  0.00000,    0
26137,  45.0068, -84.6669,  24164,  0.00000,  0.00000,    0
26139,  42.9094, -86.0213, 263801,  0.00000,  0.00000,    0
26141,  45.3568, -83.8736,  13376,  0.00000,  0.00000,    0
26143,  44.3649, -84.6498,  24449,  0.00000,  0.00000,    0
26145,  43.3982, -83.9937, 200169,  0.00000,  0.00000,    0
26147,  42.9114, -82.5644, 163040,  0.00000,  0.00000,    0
26149,  41.8880, -85.5272,  61295,  0.00000,  0.00000,    0
26151,  43.3643, -82.7794,  43114,  0.00000,  0.00000,    0
26153,  46.0048, -86.2277,   8485,  0.00000,  0.00000,    0
26155,  42.9428, -84.1472,  70648,  0.00000,  0.00000,    0
26157,  43.4297, -83.4357,  55729,  0.00000,  0.00000,    0
26159,  42.2607, -86.0099,  76258,  0.00000,  0.00000,    0
26161,  42.2569, -83.7271, 344791,  0.00000,  0.00000,    0
26163,  42.3326, -83.2179,1820584,  0.00000,  0.00000,    0
26165,  44.3077, -85.4856,  32735,  0.00000,  0.00000,    0
28001,  31.5476, -91.3522,  32297,  0.00000,  0.00000,    0
28003,  34.9088, -88.5311,  37057,  0.00000,  0.00000,    0
28005,  31.1800, -90.8176,  13131,  0.00000,  0.00000,    0
28007,  33.0662, -89.5869,  19564,  0.00000,  0.00000,    0
28009,  34.8101, -89.2042,   8729,  0.00000,  0.00000,    0
28011,  33.7723, -90.7753,  34145,  0.00000,  0.00000,    0
28013,  33.9298, -89.3069,  14962,  0.00000,  0.00000,    0
28015,  33.4584, -89.9184,  10597,  0.00000,  0.00000,    0
28017,  33.9322, -88.9318,  17392,  0.00000,  0.00000,    0
28019,  33.3422, -89.2363,   8547,  0.00000,  0.00000,    0
28021,  31.9360, -90.9541,   9604,  0.00000,  0.00000,    0
28023,  32.0628, -88.7306,  16732,  0.00000,  0.00000,    0
28025,  33.6246, -88.6924,  20634,  0.00000,  0.00000,    0
28027,  34.2224, -90.5699,  26151,  0.00000,  0.00000,    0
28029,  31.8897, -90.3792,  29449,  0.00000,  0.00000,    0
28031,  31.6376, -89.5487,  19568,  0.00000,  0.00000,    0
28033,  34.9304, -89.9567, 161252,  0.00000,  0.00000,    0
28035,  31.3090, -89.2879,  74934,  0.00000,  0.00000,    0
28037,  31.4732, -90.8728,   8118,  0.00000,  0.00000,    0
28039,  30.8705, -88.5929,  22578,  0.00000,  0.00000,    0
28041,  31.1930, -88.6261,  14400,  0.00000,  0.00000,    0
28043,  33.7681, -89.8028,  21906,  0.00000,  0.00000,    0
28045,  30.3794, -89.4057,  43929,  0.00000,  0.00000,    0
28047,  30.4330, -89.0638, 187105,  0.00000,  0.00000,    0
28049,  32.3039, -90.2557, 245285,  0.00000,  0.00000,    0
28051,  33.0903, -90.0284,  19198,  0.00000,  0.00000,    0
28053,  33.1616, -90.5191,   9375,  0.00000,  0.00000,    0
28055,  32.8673, -91.0063,   1406,  0.00000,  0.00000,    0
28057,  34.2922, -88.4027,  23401,  0.00000,  0.00000,    0
28059,  30.4444, -88.6607, 139668,  0.00000,  0.00000,    0
28061,  31.9667, -89.1445,  17062,  0.00000,  0.00000,    0
28063,  31.7147, -91.0555,   7726,  0.00000,  0.00000,    0
28065,  31.5749, -89.8145,  12487,  0.00000,  0.00000,    0
28067,  31.6687, -89.1651,  67761,  0.00000,  0.00000,    0
28069,  32.7600, -88.6779,  10456,  0.00000,  0.00000,    0
28071,  34.3615, -89.5269,  47351,  0.00000,  0.00000,    0
28073,  31.2642, -89.4387,  55658,  0.00000,  0.00000,    0
28075,  32.4007, -88.6918,  80261,  0.00000,  0.00000,    0
28077,  31.5554, -90.1093,  12929,  0.00000,  0.00000,    0
28079,  32.7255, -89.5047,  23805,  0.00000,  0.00000,    0
28081,  34.2747, -88.7030,  82910,  0.00000,  0.00000,    0
28083,  33.5131, -90.2091,  32317,  0.00000,  0.00000,    0
28085,  31.5509, -90.4563,  34869,  0.00000,  0.00000,    0
28087,  33.5154, -88.3927,  59779,  0.00000,  0.00000,    0
28089,  32.5107, -90.0984,  95203,  0.00000,  0.00000,    0
28091,  31.2444, -89.8297,  27088,  0.00000,  0.00000,    0
28093,  34.8158, -89.5428,  37144,  0.00000,  0.00000,    0
28095,  33.9259, -88.4981,  36989,  0.00000,  0.00000,    0
28097,  33.4966, -89.6830,  10925,  0.00000,  0.00000,    0
28099,  32.7542, -89.1177,  29676,  0.00000,  0.00000,    0
28101,  32.4120, -89.1281,  21720,  0.00000,  0.00000,    0
28103,  33.1311, -88.5498,  11545,  0.00000,  0.00000,    0
28105,  33.4492, -88.8287,  47671,  0.00000,  0.00000,    0
28107,  34.3500, -89.9384,  34707,  0.00000,  0.00000,    0
28109,  30.6420, -89.6317,  55834,  0.00000,  0.00000,    0
28111,  31.2628, -88.9920,  12250,  0.00000,  0.00000,    0
28113,  31.2161, -90.4364,  40404,  0.00000,  0.00000,    0
28115,  34.2525, -89.0114,  29957,  0.00000,  0.00000,    0
28117,  34.6315, -88.5526,  25276,  0.00000,  0.00000,    0
28119,  34.2726, -90.2628,   8223,  0.00000,  0.00000,    0
28121,  32.2794, -90.0330, 141617,  0.00000,  0.00000,    0
28123,  32.4015, -89.5292,  28264,  0.00000,  0.00000,    0
28125,  32.9247, -90.8594,   4916,  0.00000,  0.00000,    0
28127,  31.9160, -89.8538,  27503,  0.00000,  0.00000,    0
28129,  31.9718, -89.5070,  16491,  0.00000,  0.00000,    0
28131,  30.8090, -89.1365,  17786,  0.00000,  0.00000,    0
28133,  33.5941, -90.5840,  29450,  0.00000,  0.00000,    0
28135,  33.9831, -90.1971,  15378,  0.00000,  0.00000,    0
28137,  34.6461, -89.9482,  28886,  0.00000,  0.00000,    0
28139,  34.7679, -88.9258,  22232,  0.00000,  0.00000,    0
28141,  34.7235, -88.2284,  19593,  0.00000,  0.00000,    0
28143,  34.7096, -90.3480,  10778,  0.00000,  0.00000,    0
28145,  34.4843, -89.0079,  27134,  0.00000,  0.00000,    0
28147,  31.1516, -90.1214,  15443,  0.00000,  0.00000,    0
28149,  32.3259, -90.8452,  48773,  0.00000,  0.00000,    0
28151,  33.3711, -91.0110,  51137,  0.00000,  0.00000,    0
28153,  31.6501, -88.6593,  20747,  0.00000,  0.00000,    0
28155,  33.5822, -89.2262,  10253,  0.00000,  0.00000,    0
28157,  31.1215, -91.2383,   9878,  0.00000,  0.00000,    0
28159,  33.0849, -89.0428,  19198,  0.00000,  0.00000,    0
28161,  34.0806, -89.6935,  12678,  0.00000,  0.00000,    0
28163,  32.8285, -90.3802,  28065,  0.00000,  0.00000,    0
29001,  40.1957, -92.5825,  25607,  0.00000,  0.00000,    0
29003,  39.9226, -94.8183,  17291,  0.00000,  0.00000,    0
29005,  40.4211, -95.4377,   5685,  0.00000,  0.00000,    0
29007,  39.2054, -91.8211,  25529,  0.00000,  0.00000,    0
29009,  36.7351, -93.8627,  35597,  0.00000,  0.00000,    0
29011,  37.4952, -94.3089,  12402,  0.00000,  0.00000,    0
29013,  38.2762, -94.3623,  17049,  0.00000,  0.00000,    0
29015,  38.3027, -93.3090,  19056,  0.00000,  0.00000,    0
29017,  37.3382, -89.9983,  12363,  0.00000,  0.00000,    0
29019,  38.9599, -92.3215, 162642,  0.00000,  0.00000,    0
29021,  39.7506, -94.8220,  89201,  0.00000,  0.00000,    0
29023,  36.7538, -90.4136,  42794,  0.00000,  0.00000,    0
29025,  39.6648, -93.9948,   9424,  0.00000,  0.00000,    0
29027,  38.8022, -91.9934,  44332,  0.00000,  0.00000,    0
29029,  38.0728, -92.7495,  44002,  0.00000,  0.00000,    0
29031,  37.3539, -89.6063,  75674,  0.00000,  0.00000,    0
29033,  39.4102, -93.4956,   9295,  0.00000,  0.00000,    0
29035,  36.9494, -90.8973,   6265,  0.00000,  0.00000,    0
29037,  38.7469, -94.4235,  99478,  0.00000,  0.00000,    0
29039,  37.7680, -93.8950,  13982,  0.00000,  0.00000,    0
29041,  39.4866, -92.9350,   7831,  0.00000,  0.00000,    0
29043,  37.0257, -93.2625,  77422,  0.00000,  0.00000,    0
29045,  40.4131, -91.7047,   7139,  0.00000,  0.00000,    0
29047,  39.2514, -94.4939, 221939,  0.00000,  0.00000,    0
29049,  39.6021, -94.3701,  20743,  0.00000,  0.00000,    0
29051,  38.5524, -92.2186,  75990,  0.00000,  0.00000,    0
29053,  38.9096, -92.7726,  17601,  0.00000,  0.00000,    0
29055,  38.0598, -91.3228,  24696,  0.00000,  0.00000,    0
29057,  37.4156, -93.8300,   7883,  0.00000,  0.00000,    0
29059,  37.6438, -93.0671,  16777,  0.00000,  0.00000,    0
29061,  39.9427, -93.9833,   8433,  0.00000,  0.00000,    0
29063,  39.8196, -94.3405,  12892,  0.00000,  0.00000,    0
29065,  37.6307, -91.5421,  15657,  0.00000,  0.00000,    0
29067,  36.9397, -92.5883,  13684,  0.00000,  0.00000,    0
29069,  36.3267, -90.0592,  31953,  0.00000,  0.00000,    0
29071,  38.4330, -90.9998, 101492,  0.00000,  0.00000,    0
29073,  38.4536, -91.4916,  15222,  0.00000,  0.00000,    0
29075,  40.2000, -94.4391,   6738,  0.00000,  0.00000,    0
29077,  37.1938, -93.3083, 275174,  0.00000,  0.00000,    0
29079,  40.0920, -93.5955,  10261,  0.00000,  0.00000,    0
29081,  40.3139, -94.0008,   8957,  0.00000,  0.00000,    0
